"species","dataSource","countryCode","stateProvince","year","individualCount","coordinateUncertaintyInMeters","taxonRank","gbifID","ID","decimalLongitude","decimalLatitude"
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2085,-68.7495,44.5278
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1906,-68.6384,44.5001
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2990,-71.1684,45.0043
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3973,-70.8884,44.9445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4443,-70.7217,44.9167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2427,-70.5486,44.8817
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4980,-70.1662,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1762,-68.7751,44.519
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4235,-68.2772,44.4168
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,515,-71.3295,45.0189
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1481,-70.9162,44.9445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,443,-70.7346,44.9047
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2448,-70.6384,44.889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4698,-70.0828,44.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4497,-69.2495,44.6112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4762,-68.8328,44.5278
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1680,-68.7217,44.5001
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4465,-70.5641,44.8669
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2643,-70.5273,44.8612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4714,-70.2495,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5323,-69.7217,44.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2188,-68.9527,44.5448
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1760,-68.7495,44.5001
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5170,-71.326,44.9988
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3006,-71.0729,44.9567
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2199,-70.7217,44.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4671,-70.6479,44.8731
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2653,-70.2471,44.796
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1793,-68.6661,44.4723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4178,-68.5272,44.4445
"Picea rubens","GBIF","CAN",NA,"1954","NA","NA","SPECIES",465866001,143,-65.9277,43.8641
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3077,-71.1519,44.9623
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1484,-70.944,44.9167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2158,-70.5306,44.8424
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4955,-70.2928,44.7978
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4167,-68.6003,44.4504
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5303,-71.1501,44.9509
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4675,-70.6632,44.8556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4824,-70.4185,44.8097
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4807,-70.3884,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4788,-70.2495,44.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2446,-70.1942,44.7664
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1859,-68.6384,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1927,-68.6106,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1721,-68.5621,44.4265
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5347,-71.3509,44.9781
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2420,-70.7109,44.8547
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5034,-70.1662,44.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2160,-68.9709,44.5046
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2336,-68.9161,44.5001
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1726,-68.6882,44.4474
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2003,-68.6661,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1782,-68.555,44.4167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2075,-68.2772,44.3612
"Picea rubens","GBIF","USA",NA,"1991","NA","NA","SPECIES",2273375696,226,-68.2441,44.3507
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5177,-71.4108,44.977
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2827,-71.1153,44.9259
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1372,-70.9961,44.899
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4578,-70.4855,44.8051
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4782,-69.5633,44.6198
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2429,-69.2493,44.5596
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4278,-68.6939,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1753,-68.6615,44.4353
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4226,-68.1865,44.332
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3179,-71.2448,44.9392
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1674,-70.9995,44.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1503,-70.9717,44.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2616,-70.6531,44.8275
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4582,-70.2495,44.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5305,-69.9717,44.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4409,-69.555,44.6112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2583,-69.1791,44.5354
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2236,-71.5639,44.9943
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2841,-71.265,44.9321
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1525,-70.8921,44.8646
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2589,-70.5992,44.8059
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5331,-69.7495,44.639
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2293,-69.3328,44.5556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3300,-69.0721,44.5005
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1925,-68.5786,44.3991
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1442,-70.8273,44.8422
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3289,-70.6384,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2508,-70.5261,44.7859
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4702,-70.3013,44.7374
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4518,-70.0551,44.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4787,-69.1384,44.5001
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4684,-69.1106,44.5001
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5008,-68.9717,44.4723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4352,-68.7689,44.4237
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4285,-68.5828,44.389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2023,-68.3657,44.3379
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1682,-68.2428,44.3138
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1590,-70.9717,44.8612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1393,-70.8328,44.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4547,-70.456,44.7573
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5041,-69.7361,44.6169
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5235,-69.7217,44.6112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2655,-69.1496,44.5019
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2087,-68.3606,44.3334
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4880,-71.8186,45.0077
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5065,-71.4874,44.9504
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3090,-71.4314,44.9391
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3324,-71.3298,44.9224
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3027,-71.2378,44.9039
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1559,-70.8222,44.8197
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4494,-70.7182,44.8059
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4939,-70.5841,44.7754
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4905,-70.444,44.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2419,-70.3818,44.7323
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2184,-70.3051,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4775,-69.3328,44.5278
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1832,-68.555,44.3612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1420,-70.9162,44.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4474,-70.6687,44.785
"Picea rubens","GBIF","USA","Maine","NA","NA","NA","SPECIES",NA,5373,-70.141,44.676
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4641,-68.9717,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1742,-68.7217,44.389
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2708,-71.5031,44.9349
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1615,-70.9995,44.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4030,-70.8328,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2513,-70.7641,44.788
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3302,-70.6662,44.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,483,-70.4324,44.7271
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4878,-70.4162,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2697,-70.3884,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4806,-70.3075,44.6993
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5106,-69.9283,44.6317
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4779,-69.1662,44.4723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1885,-68.7711,44.3864
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1818,-68.7283,44.3832
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1741,-68.6384,44.3612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1740,-68.5997,44.3517
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,423,-68.3697,44.3087
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1735,-68.325,44.3001
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2368,-71.584,44.9348
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5261,-71.3046,44.8872
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5279,-71.2249,44.8694
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,530,-71.1171,44.8515
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5210,-71.0743,44.8382
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1408,-71.0065,44.8304
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2521,-70.7217,44.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2363,-70.5293,44.7354
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4646,-70.4873,44.7289
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4997,-70.4717,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4960,-69.3493,44.5055
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2416,-69.3328,44.5001
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3216,-71.2117,44.855
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1335,-70.9298,44.8031
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1313,-70.9162,44.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4755,-70.1988,44.6591
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4705,-69.2505,44.4705
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4147,-68.5828,44.3334
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4930,-71.8754,44.9775
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4575,-71.7222,44.9467
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2473,-71.6402,44.9263
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2750,-71.1123,44.8322
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1302,-70.8798,44.7829
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1601,-70.8328,44.7778
"Picea rubens","GBIF","USA","Maine","NA","NA","NA","SPECIES",NA,5372,-70.4523,44.7062
"Picea rubens","Hybrid Index Database","NA",NA,"NA","NA","NA","SPECIES",NA,5487,-70.3763,44.6883
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4500,-70.2773,44.6667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2096,-68.6384,44.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1962,-68.6106,44.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4152,-68.4181,44.2885
"Picea rubens","GBIF","CAN",NA,"1980","NA","NA","SPECIES",1262011319,29,-72.6167,45.1
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4493,-71.8298,44.9524
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4726,-71.768,44.9482
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4659,-71.6007,44.9172
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5145,-71.4053,44.8811
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2721,-71.0759,44.8166
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3958,-70.6421,44.733
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3277,-70.5912,44.7204
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4437,-69.3328,44.4723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4791,-69.1861,44.4369
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1998,-68.6445,44.3249
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1861,-68.3606,44.2622
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,1220,-71.9653,44.9712
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4073,-70.6662,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4616,-70.2217,44.639
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5019,-70.0676,44.605
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4636,-69.2495,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4725,-69.1317,44.4217
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4362,-68.7217,44.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4125,-70.694,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1301,-70.5551,44.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4655,-70.3884,44.6667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2662,-70.297,44.6428
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4995,-70.2773,44.639
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4847,-70.0006,44.5886
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4874,-69.5335,44.4908
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2371,-69.3336,44.455
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2058,-68.7772,44.3334
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2309,-71.7298,44.9131
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4570,-71.6599,44.8937
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3057,-71.2415,44.8217
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3932,-71.0092,44.7774
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1430,-70.9484,44.7584
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3982,-70.7029,44.7123
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4619,-70.4544,44.6639
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4688,-69.3606,44.4445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2622,-69.1939,44.4167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1890,-68.805,44.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1909,-68.6939,44.3056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2076,-68.6661,44.3056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1705,-68.555,44.2779
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,3830,-71.9464,44.9415
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4765,-71.6037,44.8792
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1538,-70.8051,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,439,-70.4278,44.6537
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2484,-70.2355,44.6168
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4835,-69.4148,44.4475
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2373,-69.2473,44.4187
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1775,-68.6106,44.2779
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2173,-71.8469,44.912
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4794,-71.7491,44.8923
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5048,-71.2924,44.8013
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3192,-71.1185,44.764
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4019,-70.8854,44.7247
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4064,-70.8051,44.7083
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4096,-70.754,44.6947
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1470,-70.7217,44.6945
"Picea rubens","GBIF","USA","Maine","NA","NA","NA","SPECIES",NA,5371,-70.5934,44.6698
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1446,-70.5834,44.6609
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4837,-70.444,44.639
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2272,-70.373,44.6255
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5038,-69.6106,44.4723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2450,-69.3606,44.4167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4274,-68.555,44.2501
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,3263,-72.3626,44.9833
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2630,-71.7122,44.865
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5202,-71.3856,44.8067
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1294,-71.0085,44.7373
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3891,-70.8051,44.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1623,-70.5331,44.6443
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4771,-69.1384,44.3612
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5238,-71.4225,44.8081
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,2874,-71.0809,44.7442
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1767,-68.6384,44.2501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3921,-71.0273,44.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3965,-70.7067,44.6637
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,402,-70.6106,44.639
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,1080,-72.5653,44.9999
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,3814,-72.4416,44.9713
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,1215,-72.2779,44.9453
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5273,-71.4593,44.7915
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3100,-71.2409,44.7515
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3224,-71.1023,44.727
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3883,-70.8824,44.6806
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1522,-70.6384,44.639
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,3792,-71.8914,44.8632
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4543,-71.585,44.809
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3031,-71.2927,44.7558
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1391,-70.7737,44.6573
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1486,-70.6502,44.6288
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3868,-70.4651,44.5942
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4964,-70.2495,44.5556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,440,-68.9161,44.2779
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1866,-68.6452,44.223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4140,-68.6384,44.2223
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4508,-71.8742,44.8488
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2701,-71.8327,44.8483
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,4977,-71.6774,44.819
"Picea rubens","FIA","USA","Vermont","NA","NA","NA","SPECIES",NA,2354,-71.6628,44.8105
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5059,-71.4616,44.7738
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,5111,-71.2504,44.7364
"Picea rubens","FIA","USA","New Hampshire","NA","NA","NA","SPECIES",NA,3150,-71.1509,44.7206
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4118,-71.0028,44.6926
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1474,-70.4717,44.5834
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3969,-70.4275,44.5797
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4104,-70.3051,44.5556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3968,-70.2953,44.555
