"species","dataSource","countryCode","stateProvince","year","individualCount","coordinateUncertaintyInMeters","taxonRank","gbifID","ID","decimalLongitude","decimalLatitude"
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1982,-68.8092,46.1129
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4202,-68.4702,46.044
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2702,-68.3884,46.0278
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2347,-68.2495,46
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,495,-67.9995,45.9445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5269,-70.1045,46.3674
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2888,-69.9717,46.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3068,-69.8829,46.324
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,535,-69.8051,46.3056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,358,-69.726,46.286
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,369,-69.6662,46.2778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1002,-69.622,46.2733
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,868,-69.4851,46.244
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1064,-69.2495,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3640,-68.9995,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1017,-68.9298,46.1267
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1712,-68.8078,46.1001
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4548,-68.2239,45.9869
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2748,-69.9683,46.3312
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3656,-69.1963,46.174
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1013,-69.1384,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3294,-68.4113,46.0126
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4634,-68.2217,45.9723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,469,-68.1607,45.9585
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2231,-67.9979,45.9265
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4693,-67.9086,45.9079
"Picea rubens","GBIF","CAN",NA,"1916","NA","NA","SPECIES",465857356,145,-64.3613,45.0927
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3499,-69.6384,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3572,-69.5981,46.2434
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3498,-69.4292,46.2141
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3544,-69.2217,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,936,-69.0828,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3417,-68.9162,46.1112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,944,-68.8891,46.0981
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4580,-67.8758,45.893
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5225,-70.1106,46.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3054,-70.0828,46.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2789,-69.8396,46.2853
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,869,-69.7078,46.2545
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,957,-69.6662,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,948,-69.5501,46.225
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,923,-69.3884,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1008,-69.1106,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,901,-68.8251,46.0792
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1943,-68.6939,46.0556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1989,-68.648,46.0465
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1963,-68.5857,46.0285
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2170,-68.3391,45.98
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2219,-68.0952,45.9286
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3076,-70.1662,46.3334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2937,-70.1041,46.3274
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2906,-70.029,46.3106
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5348,-69.7876,46.2614
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1010,-69.694,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3601,-69.6691,46.2426
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,862,-69.2773,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,952,-69.2549,46.1565
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,705,-69.0964,46.1287
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1779,-68.692,46.0463
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4898,-68.3328,45.9723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2181,-68.2321,45.9502
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4429,-67.8328,45.8612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3517,-69.1939,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3595,-69.1886,46.132
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3618,-69.0135,46.0999
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1951,-68.7713,46.0488
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4499,-68.2772,45.9445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2290,-68.071,45.9047
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2193,-67.8005,45.8492
"Picea rubens","GBIF","CAN",NA,"1913","NA","NA","SPECIES",465857358,144,-64.3798,45.0671
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,685,-69.5551,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3554,-68.9526,46.0754
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2687,-68.1661,45.9167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,452,-68.055,45.889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4889,-68.0272,45.889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,446,-67.9958,45.8824
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4549,-67.8537,45.8437
"Picea rubens","GBIF","CAN",NA,"1963","NA","NA","SPECIES",4512860014,95,-66.5833,45.5667
"Picea rubens","GBIF","CAN",NA,"1965","NA","NA","SPECIES",4512909044,84,-66.1333,45.4667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,771,-69.5402,46.1828
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,751,-69.505,46.1819
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,732,-69.4323,46.1674
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,863,-69.3711,46.1493
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3485,-69.1662,46.1112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,677,-69.1178,46.1058
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3261,-68.8932,46.0603
"Picea rubens","GBIF","CAN",NA,"1966","NA","1000","SPECIES",473541949,77,-66.2313,45.4784
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5206,-70.0924,46.2816
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5247,-69.9695,46.2662
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3558,-69.6384,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,364,-69.1939,46.1112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,812,-69.0693,46.0869
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4346,-68.8104,46.0264
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4253,-68.5831,45.9844
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4651,-67.9228,45.8469
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3225,-69.9717,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2774,-69.944,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,335,-69.3071,46.118
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,370,-69.238,46.1044
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4358,-68.6939,46
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2000,-68.6376,45.9872
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4854,-68.2841,45.9153
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2139,-68.1661,45.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2210,-68.0568,45.8623
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4895,-67.9161,45.8334
"Picea rubens","Hybrid Index Database","NA",NA,"NA","NA","NA","SPECIES",NA,5757,-71.3,46.5
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5360,-69.8637,46.2256
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3029,-69.785,46.2118
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3710,-69.7287,46.1918
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,696,-69.305,46.1112
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3515,-68.9898,46.0496
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4160,-68.7773,46
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4230,-68.7678,46.0021
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4247,-68.7106,45.9897
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2650,-68.1106,45.8612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4904,-68.1014,45.8604
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3311,-67.9439,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2443,-67.8328,45.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2753,-70.037,46.2479
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3129,-69.9657,46.2324
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3520,-69.4275,46.1287
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3577,-69.1333,46.0636
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,758,-68.946,46.0268
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1864,-68.4676,45.9303
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,486,-67.9146,45.8103
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4558,-67.8884,45.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4982,-67.8606,45.8056
"Picea rubens","GBIF","CAN",NA,"1904","NA","NA","SPECIES",4512891322,88,-66.35,45.4667
"Picea rubens","GBIF","CAN",NA,"1956","NA","NA","SPECIES",465857312,161,-63.31,44.7403
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5069,-69.8401,46.2023
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3578,-69.6726,46.1644
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3522,-69.5551,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,638,-69.199,46.0691
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,757,-68.8888,46.012
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1737,-68.5867,45.942
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2332,-67.9161,45.8056
"Picea rubens","GBIF","CAN",NA,"1964","NA","NA","SPECIES",4512844341,100,-66.4333,45.4833
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2982,-70.1384,46.25
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5153,-70.0966,46.2425
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,365,-69.6043,46.145
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,366,-69.5828,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3728,-69.3849,46.0967
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3643,-69.0669,46.0366
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1036,-68.8341,45.9858
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1801,-68.53,45.9256
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2171,-68.1106,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2503,-68.0986,45.8318
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4870,-68.0828,45.8334
"Picea rubens","Hybrid Index Database","NA",NA,"NA","NA","NA","SPECIES",NA,5754,-71.5,46.5
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5152,-70.0551,46.2223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5237,-69.7773,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3209,-69.7363,46.1596
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,924,-69.6384,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,832,-69.6106,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3693,-69.5601,46.1288
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,655,-69.3606,46.0834
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,339,-69.0008,46.0153
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2062,-68.7665,45.9599
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4803,-68.2871,45.865
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2138,-68.1384,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5025,-68.0543,45.8115
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5198,-70.21,46.2449
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,527,-69.9717,46.1979
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3139,-69.8923,46.1815
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,822,-69.694,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,376,-69.6662,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,834,-69.3884,46.0834
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3721,-69.3184,46.0665
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3446,-69.252,46.053
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3494,-69.1935,46.038
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1725,-68.7119,45.9412
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4342,-68.4712,45.8918
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4876,-67.8354,45.7577
"Picea rubens","Hybrid Index Database","NA",NA,"NA","NA","NA","SPECIES",NA,5759,-71.1,46.4
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5316,-70.0434,46.2044
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5178,-69.8606,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,899,-69.4688,46.0889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,995,-69.305,46.0556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3609,-69.111,46.017
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,877,-68.9568,45.9876
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1851,-68.6384,45.9167
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,460,-68.2315,45.8351
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2389,-68.2217,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4530,-67.9491,45.7764
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4503,-67.9439,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4946,-67.8328,45.7501
"Picea rubens","GBIF","CAN",NA,"1976","NA","NA","SPECIES",1248732348,68,-73.1,46.75
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5053,-69.8604,46.1557
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2808,-69.7495,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,654,-69.6119,46.1063
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3566,-69.4717,46.0834
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1790,-68.5272,45.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2393,-68.2772,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2530,-68.1139,45.7972
"Picea rubens","Hybrid Index Database","NA",NA,"NA","NA","NA","SPECIES",NA,5643,-66.65,45.48
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5180,-69.7679,46.1334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3453,-69.6892,46.1171
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3533,-69.3699,46.053
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,900,-69.3064,46.0349
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,983,-68.8833,45.9529
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,891,-68.8309,45.9365
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1842,-68.5828,45.8889
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4696,-68.3328,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2260,-68.055,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2202,-67.9439,45.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2247,-67.8512,45.7328
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2479,-67.8305,45.729
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5330,-70.1662,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3574,-69.5585,46.0778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,722,-69.0984,45.9821
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1961,-68.775,45.9193
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1827,-68.5206,45.8684
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4601,-68.293,45.8176
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4961,-68.1106,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4923,-67.9717,45.7501
"Picea rubens","GBIF","CAN",NA,"1956","NA","NA","SPECIES",465857294,168,-64.7035,45.0073
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5154,-70.2217,46.1945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3228,-70.0228,46.1649
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1078,-69.4995,46.0556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,887,-69.4873,46.0559
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1975,-68.5272,45.8612
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2588,-68.0534,45.7589
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2586,-68.0272,45.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5196,-70.1027,46.1683
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2930,-69.8419,46.1176
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3608,-69.7283,46.0944
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3451,-69.6646,46.0775
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,659,-69.0234,45.9514
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4264,-68.7074,45.8907
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2254,-68.2179,45.7879
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2432,-68.1939,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2685,-68.1248,45.7686
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2612,-68.055,45.7501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2360,-67.9439,45.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2557,-67.9345,45.7245
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2995,-70.1581,46.1686
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,510,-70.0273,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2769,-70.0164,46.1391
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2798,-69.9691,46.1306
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3136,-69.911,46.117
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,981,-69.3328,46
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3487,-69.2108,45.9829
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,874,-69.0273,45.9445
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1812,-68.5399,45.8393
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2004,-68.4995,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2006,-68.4831,45.8313
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4700,-68.3452,45.7989
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2615,-68.2217,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2132,-68.0574,45.7376
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4402,-67.8606,45.6945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5344,-70.194,46.1667
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3114,-69.7773,46.0834
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,1005,-69.2217,45.9723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3695,-68.887,45.9055
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,661,-68.8253,45.8945
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2088,-68.5272,45.8334
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4509,-68.3061,45.7885
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4424,-68.193,45.7646
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4473,-67.9995,45.7223
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5257,-69.9716,46.1123
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2942,-69.7786,46.0709
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,2780,-69.7379,46.0658
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,928,-69.6467,46.0501
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,804,-69.5273,46.0278
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3423,-69.4162,46
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3567,-69.2773,45.9723
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4138,-68.7706,45.8704
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4318,-68.4886,45.8099
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4156,-68.4717,45.8056
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5022,-68.305,45.7778
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4820,-68.0172,45.7151
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,4563,-67.8397,45.676
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,5056,-70.1384,46.1389
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,753,-69.7217,46.0556
"Picea rubens","FIA","USA","Maine","NA","NA","NA","SPECIES",NA,3540,-69.6704,46.0414
